ZONE I=5
0 0 -1 0 1 0 0 0 -0 
0 0.0223607 -1 0 1 0.000223607 0 2.23607e-08 -0 
0 0.0447214 -1 0 1 0.000447214 0 4.47214e-08 -0 
0 0.067082 -1 0 1 0.00067082 0 6.7082e-08 -0 
0 0.0894427 -1 0 1 0.000894427 0 8.94427e-08 -0 
ZONE I=5
0 0.0894427 -1 0 1 0.000894427 0 8.94427e-08 -0 
0 0.111803 -1 0 1 0.00111803 0 1.11803e-07 -0 
0 0.134164 -1 0 1 0.00134164 0 1.34164e-07 -0 
0 0.156525 -1 0 1 0.00156525 0 1.56525e-07 -0 
0 0.178885 -1 0 1 0.00178885 0 1.78885e-07 -0 
ZONE I=5
0 0.178885 -1 0 1 0.00178885 0 1.78885e-07 -0 
0 0.201246 -1 0 1 0.00201246 0 2.01246e-07 -0 
0 0.223607 -1 0 1 0.00223607 0 2.23607e-07 -0 
0 0.245967 -1 0 1 0.00245967 0 2.45967e-07 -0 
0 0.268328 -1 0 1 0.00268328 0 2.68328e-07 -0 
ZONE I=5
0 0.268328 -1 0 1 0.00268328 0 2.68328e-07 -0 
0 0.290689 -1 0 1 0.00290689 0 2.90689e-07 -0 
0 0.31305 -1 0 1 0.0031305 0 3.1305e-07 -0 
0 0.33541 -1 0 1 0.0033541 0 3.3541e-07 -0 
0 0.357771 -1 0 1 0.00357771 0 3.57771e-07 -0 
ZONE I=5
0 0.357771 -1 0 1 0.00357771 0 3.57771e-07 -0 
0 0.380132 -1 0 1 0.00380132 0 3.80132e-07 -0 
0 0.402492 -1 0 1 0.00402492 0 4.02492e-07 -0 
0 0.424853 -1 0 1 0.00424853 0 4.24853e-07 -0 
0 0.447214 -1 0 1 0.00447214 0 4.47214e-07 -0 
ZONE I=5
0 0.447214 -1 0 1 0.00447214 0 4.47214e-07 -0 
0 0.469574 -1 0 1 0.00469574 0 4.69574e-07 -0 
0 0.491935 -1 0 1 0.00491935 0 4.91935e-07 -0 
0 0.514296 -1 0 1 0.00514296 0 5.14296e-07 -0 
0 0.536656 -1 0 1 0.00536656 0 5.36656e-07 -0 
ZONE I=5
0 0.536656 -1 0 1 0.00536656 0 5.36656e-07 -0 
0 0.559017 -1 0 1 0.00559017 0 5.59017e-07 -0 
0 0.581378 -1 0 1 0.00581378 0 5.81378e-07 -0 
0 0.603738 -1 0 1 0.00603738 0 6.03738e-07 -0 
0 0.626099 -1 0 1 0.00626099 0 6.26099e-07 -0 
ZONE I=5
0 0.626099 -1 0 1 0.00626099 0 6.26099e-07 -0 
0 0.64846 -1 0 1 0.0064846 0 6.4846e-07 -0 
0 0.67082 -1 0 1 0.0067082 0 6.7082e-07 -0 
0 0.693181 -1 0 1 0.00693181 0 6.93181e-07 -0 
0 0.715542 -1 0 1 0.00715542 0 7.15542e-07 -0 
ZONE I=5
0 0.715542 -1 0 1 0.00715542 0 7.15542e-07 -0 
0 0.737902 -1 0 1 0.00737902 0 7.37902e-07 -0 
0 0.760263 -1 0 1 0.00760263 0 7.60263e-07 -0 
0 0.782624 -1 0 1 0.00782624 0 7.82624e-07 -0 
0 0.804984 -1 0 1 0.00804984 0 8.04984e-07 -0 
ZONE I=5
0 0.804984 -1 0 1 0.00804984 0 8.04984e-07 -0 
0 0.827345 -1 0 1 0.00827345 0 8.27345e-07 -0 
0 0.849706 -1 0 1 0.00849706 0 8.49706e-07 -0 
0 0.872067 -1 0 1 0.00872067 0 8.72067e-07 -0 
0 0.894427 -1 0 1 0.00894427 0 8.94427e-07 -0 
ZONE I=5
0 0.894427 -1 0 1 0.00894427 0 8.94427e-07 -0 
0 0.916788 -1 0 1 0.00916788 0 9.16788e-07 -0 
0 0.939149 -1 0 1 0.00939149 0 9.39149e-07 -0 
0 0.961509 -1 0 1 0.00961509 0 9.61509e-07 -0 
0 0.98387 -1 0 1 0.0098387 0 9.8387e-07 -0 
ZONE I=5
0 0.98387 -1 0 1 0.0098387 0 9.8387e-07 -0 
0 1.00623 -1 0 1 0.0100623 0 1.00623e-06 -0 
0 1.02859 -1 0 1 0.0102859 0 1.02859e-06 -0 
0 1.05095 -1 0 1 0.0105095 0 1.05095e-06 -0 
0 1.07331 -1 0 1 0.0107331 0 1.07331e-06 -0 
ZONE I=5
0 1.07331 -1 0 1 0.0107331 0 1.07331e-06 -0 
0 1.09567 -1 0 1 0.0109567 0 1.09567e-06 -0 
