ZONE I=5
0.8 0.5 -0.94384 0.330402 1 0.005 0 4.72709e-07 -7.79616e-08 0  0
0.807388 0.521105 -0.94384 0.330402 1 0.00521105 0 4.92662e-07 -8.12524e-08 0.000821105  0.0223456
0.814776 0.54221 -0.94384 0.330402 1 0.0054221 0 5.12615e-07 -8.45431e-08 0.00164221  0.0446912
0.822164 0.563315 -0.94384 0.330402 1 0.00563315 0 5.32568e-07 -8.78339e-08 0.00246332  0.0670368
0.829552 0.58442 -0.94384 0.330402 1 0.0058442 0 5.5252e-07 -9.11246e-08 0.00328443  0.0893824
ZONE I=5
0.829552 0.58442 -0.94384 0.330402 1 0.0058442 0 5.5252e-07 -9.11246e-08 0.00328443  0.0893824
0.83694 0.605525 -0.94384 0.330402 1 0.00605525 0 5.72473e-07 -9.44154e-08 0.00410554  0.111728
0.844328 0.626629 -0.94384 0.330402 1 0.00626629 0 5.92426e-07 -9.77062e-08 0.00492664  0.134074
0.851716 0.647734 -0.94384 0.330402 1 0.00647734 0 6.12379e-07 -1.00997e-07 0.00574776  0.156419
0.859104 0.668839 -0.94384 0.330402 1 0.00668839 0 6.32332e-07 -1.04288e-07 0.00656887  0.178765
ZONE I=5
0.859104 0.668839 -0.94384 0.330402 1 0.00668839 0 6.32332e-07 -1.04288e-07 0.00656887  0.178765
0.866492 0.689944 -0.94384 0.330402 1 0.00689944 0 6.52285e-07 -1.07578e-07 0.00738998  0.20111
0.87388 0.711049 -0.94384 0.330402 1 0.00711049 0 6.72238e-07 -1.10869e-07 0.00821109  0.223456
0.881268 0.732154 -0.94384 0.330402 1 0.00732154 0 6.92191e-07 -1.1416e-07 0.00903221  0.245802
0.888656 0.753259 -0.94384 0.330402 1 0.00753259 0 7.12144e-07 -1.17451e-07 0.00985332  0.268147
ZONE I=5
0.888656 0.753259 -0.94384 0.330402 1 0.00753259 0 7.12144e-07 -1.17451e-07 0.00985332  0.268147
0.896044 0.774364 -0.94384 0.330402 1 0.00774364 0 7.32097e-07 -1.20741e-07 0.0106744  0.290493
0.903432 0.795469 -0.94384 0.330402 1 0.00795469 0 7.5205e-07 -1.24032e-07 0.0114956  0.312838
0.91082 0.816574 -0.94384 0.330402 1 0.00816574 0 7.72003e-07 -1.27323e-07 0.0123167  0.335184
0.918208 0.837679 -0.94384 0.330402 1 0.00837679 0 7.91956e-07 -1.30614e-07 0.0131378  0.35753
ZONE I=5
0.918208 0.837679 -0.94384 0.330402 1 0.00837679 0 7.91956e-07 -1.30614e-07 0.0131378  0.35753
0.925596 0.858783 -0.94384 0.330402 1 0.00858783 0 8.11909e-07 -1.33905e-07 0.0139589  0.379875
0.932984 0.879888 -0.94384 0.330402 1 0.00879888 0 8.31862e-07 -1.37195e-07 0.01478  0.402221
0.940372 0.900993 -0.94384 0.330402 1 0.00900993 0 8.51814e-07 -1.40486e-07 0.0156012  0.424566
0.94776 0.922098 -0.94384 0.330402 1 0.00922098 0 8.71767e-07 -1.43777e-07 0.0164223  0.446912
ZONE I=5
0.94776 0.922098 -0.94384 0.330402 1 0.00922098 0 8.71767e-07 -1.43777e-07 0.0164223  0.446912
0.955148 0.943203 -0.94384 0.330403 1 0.00943203 0 8.9172e-07 -1.47068e-07 0.0172434  0.469258
